Schoolid	Entropie1000m	City	SUMIntersection	NbrSchools	PropIntersectionKm	SUMOnewaykm	PropOneWayKm	NbrCrossingGuard	PropCrossingGuardKm	NbrTrafSignals	Pop2016	Pop2011	Highwaykm	MajorRoadkm	MinorRoadkm	roadcovkm	ShapeAreakm	ISPH1116	OPDbPC60Less	STDMulti	SumParkkm	SumReskm	SumComkm	SumIndkm	SumOpenAreakm	SumGouvkm	CHASEYEAR	BikeClass01	BikeClass02	BikeClass03	BikeClassAll	AG112	AG117	AG012	AG017	NbrRaisedCrosswalk	SpeedHumpkm	NbrTrafficCircles	NbrMidBlockNarrowings	NbrCurbExtension	NbrDiverter	NbrCrosswalk	NbrFlashingCrosswalk	NbrSpeedActivatedSign
"VAN53"	0.448670819	"VAN"	293.0	2.0	7.2					8.0	8385.459872	8272.547236	0.0	6.889091172	33.55806739	40.44715856	1.601894465	454.6895441	598.5926918	2086.710081	0.149887606	1.205851409		0.134056564	0.035911816	0.076187107	2018.0	1.791641544	0.0	1.747732932	3.539374476	764.6902661	1156.488011	840.202255	1232.0	0.0	1.942449932	0.0	0.0	13.0	0.0	3.0	1.0	0.0
"CAL191"	0.131097924	"CAL"	48.0	1.0	3.7	0.538	4.17			0.0	1147.894945	682.3712021	0.0	1.204037297	11.69840299	12.90244028	1.220865968	172.0763981	0.226049711	74.09706485	0.011833167	0.001110467			1.14884507		2018.0	0.0	2.344164624	0.0	2.344164624	241.8161632	321.2561506	262.1832648	341.6232522	0.0		0.0	0.0	0.0	0.0	4.0	0.0	0.0
"TOR1108"	0.205633038	"TOR"	132.0	5.0	5.1	1.124	4.38	4.0	0.156	13.0	10366.71881	10206.98049	0.0	6.313317015	19.37266684	25.68598385	1.485785007	354.4324661	2882.936958	1512.301728	0.077914985	1.342854951		0.003004826	0.003466578	0.058543658	2018.0	2.580588195	0.0	0.0	2.580588195	1696.248962	2377.959838	1807.41842	2489.129296	0.0	0.565335221	0.0	0.0	0.0	0.0	4.0	1.0	0.0
"CAL194"	0.305372095	"CAL"	116.0	2.0	5.6	0.985	4.74			5.0	3558.243057	3540.800654	0.0	0.985332952	19.79628985	20.7816228	1.222769486	103.1838228	0.0	44.37993311	0.181215471	0.039204589		0.994376961	0.007972457		2018.0	0.0	2.812319679	0.0	2.812319679	378.2677603	590.6493949	403.5767717	615.9584063	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"VAN50"	0.601988396	"VAN"	137.0	1.0	6.1					1.0	2464.506557	2578.947987	0.0	4.886731497	17.64314229	22.52987379	1.837362116	137.4730924	294.0912538	209.0038286	0.524462552	0.993701552		0.001635661	0.061027138	0.080578066	2018.0	2.210910537	0.0	1.72244225	3.933352788	259.5563876	430.4751687	272.0127257	442.9315068	0.0	0.353028955	4.0	0.0	6.0	0.0	5.0	1.0	0.0
"CAL196"	0.52152472	"CAL"	64.0	4.0	4.8	0.019	0.14			3.0	2368.98278	2323.405063	0.0	0.01880761	13.31596902	13.33477663	1.057429706	28.87816376	413.962487	282.716274	0.355824846	0.591971107		0.007382639	0.004621712	0.078864884	2018.0	0.0	0.183536662	0.0	0.183536662	279.4569152	363.2866675	305.0943992	388.9241515	0.0		0.0	0.0	0.0	0.0	9.0	2.0	0.0
"VAN49"	0.457698063	"VAN"	233.0	2.0	7.2					10.0	6252.682607	6112.08483	0.805759955	5.432739739	26.1781828	32.41668249	1.377592885	192.8081789	758.0496908	1447.188586	0.26271968	0.979068788		0.050940551	0.058294672	0.026569187	2018.0	4.431113199	0.0	0.047536689	4.478649889	675.5741725	951.2625603	748.5288738	1024.217262	0.0	2.482359679	6.0	0.0	7.0	0.0	1.0	0.0	0.0
"TOR1102"	0.424453369	"TOR"	325.0	4.0	9.0	11.931	33.21	6.0	0.167	26.0	22796.93961	18506.35319	0.0	7.411400363	28.51052797	35.92192834	1.509682289	793.2087112	4783.357326	9186.823819	0.030727751	1.139049629		0.220275828	0.044728375	0.074900712	2018.0	2.199234307	0.0	0.358830951	2.558065258	1691.779995	2239.460674	1863.306238	2410.986917	0.0	2.115023138	0.0	0.0	2.0	0.0	5.0	6.0	0.0
"VAN48"	0.19285425	"VAN"	262.0	1.0	6.7					4.0	7162.008365	7099.456721	0.0	6.059963278	33.0846731	39.14463638	1.418689833	408.4032072	1185.474641	1282.849404	0.065482143	1.298101193			0.034061199	0.021045281	2018.0	2.88210867	0.0	0.266460237	3.148568907	931.6254663	1399.619482	964.8986384	1432.892654	0.0	0.748443155	5.0	0.0	7.0	0.0	3.0	1.0	0.0
"CAL20"	0.34124665	"CAL"	107.0	2.0	5.2	1.424	6.93			4.0	4053.18987	4184.598715	0.0	3.679842004	16.85821441	20.53805642	1.113637624	153.6556534	3.250743393	16.79995928	0.153730598	0.877297816			0.080203323		2018.0	0.0	1.313800018	0.0	1.313800018	533.8797194	807.8758169	567.4705734	841.4666709	0.0		0.0	0.0	0.0	0.0	1.0	1.0	0.0
"CAL200"	0.384289378	"CAL"	108.0	1.0	6.3	0.763	4.42			3.0	3468.271475	3519.305379	0.032590895	2.532777247	14.69821604	17.26358418	1.037808903	99.70016818	1.40836E-4	3.610423228	0.190070763	0.760075922			0.087662223		2018.0	0.0	1.709284222	0.0	1.709284222	513.4174572	787.0765132	549.6946297	823.3536858	0.0		0.0	0.0	0.0	0.0	1.0	1.0	0.0
"CAL202"	0.324329759	"CAL"	101.0	2.0	4.5	0.228	1.02			6.0	4631.273906	4103.314266	0.0	0.099690747	22.15038295	22.2500737	1.581392198	321.778068	880.5461496	1372.688831	0.160573892	1.304279188			0.040909987	0.075629122	2018.0	0.994477444	0.859662323	0.0	1.854139766	495.8508938	661.6725034	559.4325015	725.2541111	0.0		0.0	0.0	0.0	0.0	1.0	3.0	0.0
"VAN46"	0.343977257	"VAN"	203.0	2.0	6.9					4.0	6072.862931	5930.053433	0.0	2.791847441	26.76880381	29.56065125	1.443214322	229.3751336	224.0071815	1064.033673	0.330586131	1.070282561			0.002456446	0.039889187	2018.0	2.736431224	0.0	0.0	2.736431224	578.2344849	876.1951452	607.9312448	905.8919052	0.0	0.714478185	2.0	0.0	5.0	0.0	1.0	0.0	0.0
"VAN45"	0.342407341	"VAN"	293.0	3.0	6.3					9.0	11102.15412	10965.83642	0.0	5.618932906	41.08825652	46.70718943	1.724419954	389.3951771	1341.073201	2639.303312	0.079301478	1.440940614		0.038244259	0.099156474	0.066776952	2018.0	2.084209616	0.0	0.0	2.084209616	1139.567972	1730.627914	1213.87913	1804.939072	0.0	3.143513635	8.0	1.0	16.0	0.0	1.0	0.0	0.0
"CAL205"	0.491015749	"CAL"	90.0	3.0	4.7	0.303	1.57			4.0	2936.620547	2918.724939	0.0	2.57368963	16.77773013	19.35141976	1.229773723	22.59081635	8.391498344	7.220006087	0.308355215	0.802395361			0.04307285	0.047997551	2018.0	0.0	0.545547951	0.0	0.545547951	427.6968969	597.9159317	440.792645	611.0116798	0.0		0.0	0.0	0.0	0.0	3.0	1.0	0.0
"VAN44"	0.366551308	"VAN"	223.0	1.0	8.4					6.0	7081.203594	7083.140526	0.0	4.442075579	22.11631898	26.55839456	1.13693914	522.606991	437.1284887	1179.218965	0.113973272	0.902907364	0.098334587		0.014223004	0.007500903	2018.0	0.0	0.0	1.144658221	1.144658221	809.8114455	1256.635655	861.2102507	1308.03446	0.0	0.694336024	1.0	0.0	5.0	0.0	7.0	0.0	0.0
"CAL208"	0.389175133	"CAL"	83.0	3.0	3.5					4.0	3561.727445	3477.400499	0.0	2.638305715	21.22828092	23.86658663	1.644373957	129.340869	1026.664171	297.4002607	0.292723316	1.244297339			0.032880252	0.061752532	2018.0	1.086395368	0.876671783	1.388908089	3.351975241	505.9472544	683.7476371	544.0011279	721.8015105	0.0	0.074472003	0.0	0.0	0.0	0.0	3.0	1.0	0.0
"VAN43"	0.36453455	"VAN"	113.0	1.0	4.9					3.0	3145.270924	3033.278519	0.0	3.418581961	19.43921156	22.85779352	1.499520033	227.25548	484.6290394	295.007478	0.579739931	0.909307973		6.8301E-4	0.008728328	0.001060748	2018.0	1.13764434	0.0	1.548115474	2.685759814	375.5256803	663.3161261	393.7860004	681.5764461	0.0	1.355417708	0.0	0.0	3.0	0.0	3.0	1.0	0.0
"CAL209"	0.346561296	"CAL"	102.0	3.0	5.2	0.646	3.32			7.0	7141.702477	6578.174754	0.0	5.644118348	13.83562235	19.4797407	1.124900882	1139.691873	0.754063347	388.8533572	0.095060169	0.902183731			0.112439618	0.015188732	2018.0	0.0	1.796379891	0.0	1.796379891	1366.474108	1870.276344	1471.335917	1975.138153	0.0		0.0	0.0	0.0	0.0	1.0	4.0	0.0
"VAN42"	0.193390426	"VAN"	290.0	1.0	6.4					10.0	13162.35538	13086.47526	0.0	5.119123717	39.89155388	45.0106776	1.734327709	1052.87179	794.338581	3105.356713	0.023212259	1.585596081			0.082446524	0.043072802	2018.0	4.573413814	0.0	0.0	4.573413814	1446.681991	2194.155752	1562.576905	2310.050666	0.0	1.407275482	9.0	0.0	20.0	0.0	0.0	0.0	0.0
"CAL211"	0.492876902	"CAL"	93.0	3.0	5.4	0.694	4.01			9.0	5406.022945	5173.19191	0.0	3.165274678	14.13767542	17.30295009	1.092922364	861.7797213	9.26905825	375.3700931	0.14801388	0.772094701		0.102726891	0.033795239	0.036291649	2018.0	0.0	1.697359737	0.0	1.697359737	916.2495962	1296.271106	983.5709172	1363.592427	0.0		0.0	0.0	0.0	0.0	2.0	3.0	0.0
"VAN41"	0.353552974	"VAN"	238.0	1.0	6.4					8.0	7540.198859	7082.661565	1.544732246	10.5360698	25.08019532	37.16099737	1.394835679	194.9573534	962.8462534	2327.863469	0.148871756	1.131592052		0.043295238	0.06160163	0.009474991	2018.0	3.801173047	0.0	0.374455816	4.175628863	750.9371298	1046.659964	832.272324	1127.995158	0.0	1.16408946	3.0	1.0	5.0	0.0	4.0	0.0	0.0
"CAL213"	0.394124139	"CAL"	183.0	1.0	8.4	0.776	3.57			3.0	4669.889965	4590.173841	0.0	5.25426737	16.46919655	21.72346392	1.204762982	284.9182966	17.39477193	238.3502013	0.149679634	0.898313463			0.149837013		2018.0	0.0	4.025328556	0.0	4.025328556	502.2814297	777.1948155	541.0094031	815.9227889	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"VAN40"	0.224943552	"VAN"	289.0	3.0	7.1					6.0	8750.57628	8563.935765	0.0	4.705287893	35.71870542	40.42399332	1.508120735	628.0825839	340.366462	1810.453668	0.074552794	1.346052443		4.62271E-4	0.009912751	0.077140438	2018.0	2.117455546	0.0	0.0	2.117455546	851.5146637	1303.619149	904.4280461	1356.532531	0.0	1.250429903	1.0	0.0	6.0	0.0	3.0	0.0	0.0
"CAL214"	0.45867068	"CAL"	60.0	2.0	4.6	0.325	2.47			2.0	4334.872856	4382.781359	0.0	2.055836673	11.11724367	13.17308035	1.005881541	272.7752621	36.68204819	151.4309073	0.104265695	0.700443085	0.007228233		0.178860852	0.015083678	2018.0	0.0	2.430616755	0.0	2.430616755	673.631881	960.505519	724.1229448	1010.996583	0.0		0.0	0.0	0.0	0.0	5.0	1.0	0.0
"CAL215"	0.462109653	"CAL"	78.0	3.0	4.9	0.659	4.11			2.0	5070.982843	5020.671242	0.0	3.72904846	12.30205651	16.03110497	1.120178003	347.0221648	33.91085218	196.8489432	0.117288646	0.755299161		0.002618891	0.229887626	0.015083678	2018.0	0.0	1.468092769	0.0	1.468092769	873.2924649	1212.946733	940.0303714	1279.684639	0.0		0.0	0.0	0.0	0.0	5.0	0.0	0.0
"VAN39"	0.501147015	"VAN"	217.0	1.0	7.3					7.0	7211.528647	7210.995957	0.0	3.810045875	26.07739375	29.88743963	1.501291755	445.8769405	513.4570499	1772.456514	0.439477393	0.918524622	3.91527E-4	0.052707018	0.014309317	0.075881824	2018.0	4.271214603	0.0	0.595632032	4.866846635	669.1489229	1058.660302	732.2755191	1121.786898	0.0	1.530310715	5.0	0.0	12.0	0.0	2.0	0.0	0.0
"CAL218"	0.417202004	"CAL"	66.0	2.0	4.7	0.763	5.49			3.0	2493.002171	2621.638382	0.0	3.252204385	10.65036156	13.90256594	0.893756406	74.02993046	0.0	0.0	0.132300765	0.662994683			0.026763798		2018.0	0.0	0.0	0.0	0.0	328.7187956	544.6534738	343.3030395	559.2377177	0.0		0.0	0.0	0.0	0.0	4.0	2.0	0.0
"VAN38"	0.234993846	"VAN"	295.0	2.0	6.9					9.0	13574.96338	12812.10164	0.0	5.256572609	37.49159639	42.748169	1.675874687	981.2745785	841.4696746	3725.852976	0.118186342	1.485135019			0.049127932	0.023425388	2018.0	4.846298463	0.0	0.809410094	5.655708558	1337.974189	2022.811934	1472.45031	2157.288054	0.0	1.528250019	3.0	1.0	28.0	0.0	6.0	2.0	0.0
"TOR1081"	0.336221097	"TOR"	74.0	1.0	4.3					6.0	7784.044814	7495.026364	0.0	3.62685805	13.52691899	17.15377704	1.421539394	743.2437824	1445.075895	1191.822452	0.159764574	1.164670275	0.023881398	0.009509253	0.001126258	0.062587629	2018.0	0.0	1.416307641	0.0	1.416307641	1076.151661	1555.986134	1143.792639	1623.627111	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"VAN37"	0.285878454	"VAN"	257.0	3.0	6.2					17.0	10947.74509	10765.80915	0.0	5.533279246	36.14102758	41.67430683	1.675925943	398.7758584	1710.329023	3753.639669	0.218073227	1.400839011		9.45054E-4	0.027152464	0.028916178	2018.0	3.426561762	0.0	0.0	3.426561762	1050.479915	1438.313182	1168.406452	1556.23972	0.0	3.063637575	9.0	1.0	21.0	1.0	1.0	3.0	0.0
"VAN36"	0.169504553	"VAN"	327.0	3.0	7.0					13.0	13483.45458	13072.23378	0.0	4.854020752	42.03661067	46.89063142	1.743679905	462.4633717	2243.136887	4186.502026	0.03440532	1.609417227			0.007051027	0.092806334	2018.0	1.358698084	0.0	1.574882338	2.933580422	1598.569142	2160.993966	1735.082733	2297.507556	0.0	2.871632868	10.0	1.0	33.0	0.0	2.0	0.0	0.0
"VAN35"	0.165770576	"VAN"	344.0	3.0	7.2					15.0	14477.25089	14023.19153	0.0	6.852068921	41.23826852	48.09033744	1.77443789	599.6817973	2149.200066	4367.088415	0.051219219	1.653416435			0.031870393	0.037931775	2018.0	2.756277535	0.0	0.0	2.756277535	1721.50504	2264.271016	1877.924785	2420.690761	0.0	2.469279335	11.0	0.0	28.0	0.0	2.0	0.0	0.0
"TOR1077"	0.49246008	"TOR"	128.0	4.0	6.1	3.535	16.74	4.0	0.189	22.0	12056.90908	11076.22315	0.0	7.478445473	13.6398698	21.11831528	1.205518071	407.6925716	2879.750047	4847.042922	0.069955202	0.889643813	0.020650839	0.13001156	0.054983781	0.039019279	2018.0	0.022637689	0.611847918	1.857766877	2.492252484	1017.508934	1418.107642	1105.107836	1505.706544	0.0	2.857376188	0.0	0.0	0.0	0.0	3.0	3.0	0.0
"VAN34"	0.338643559	"VAN"	313.0	1.0	7.1					14.0	8720.158418	8534.417837	0.0	5.362262789	38.67504701	44.0373098	1.67349876	476.0140932	849.5193412	2026.113003	0.130807375	1.393230726	0.019217969		0.056728945	0.072246447	2018.0	5.303370726	0.0	0.646097175	5.949467901	878.2620776	1359.117044	930.8215913	1411.676558	0.0	2.574005335	11.0	0.0	12.0	0.0	2.0	0.0	0.0
"CAL228"	0.343881597	"CAL"	42.0	4.0	4.4					3.0	2414.573577	2363.041565	0.0	0.163622167	9.277816668	9.441438835	0.722153061	240.8524816	212.0767643	604.9727261	0.164884361	0.536696395		0.018290428	0.002281902		2018.0	0.716155999	0.236121035	0.176792552	1.129069586	234.6942787	343.1792	260.5034991	368.9884204	0.0		0.0	0.0	0.0	0.0	2.0	1.0	0.0
"VAN33"	0.347668965	"VAN"	276.0	1.0	6.7					10.0	11430.04376	11603.10551	0.0	5.761628006	35.56453977	41.32616777	1.646079359	1108.941679	730.2359454	2814.366266	0.050555813	1.314356772	2.32571E-4	0.240740733	0.018008198	0.022185257	2018.0	2.781446827	0.0	0.0	2.781446827	1332.166057	2070.738414	1433.605852	2172.178208	0.0	2.050438487	3.0	0.0	15.0	0.0	1.0	0.0	0.0
"CAL229"	0.488730298	"CAL"	88.0	4.0	5.6	0.638	4.04			7.0	3536.419711	3281.512585	0.0	2.333404331	13.46506124	15.79846557	1.006049727	389.694649	190.5874446	750.1204727	0.168485601	0.684754266		0.087724045	0.065085773		2018.0	0.327380967	1.112251308	0.236611014	1.67624329	569.9344795	725.4491974	625.7287702	781.2434882	0.0		0.0	0.0	0.0	0.0	2.0	3.0	0.0
"VAN31"	0.35336092	"VAN"	231.0	2.0	6.3					13.0	9754.567459	9429.242585	0.0	6.601246253	29.99242795	36.5936742	1.549208404	335.9383546	1312.633447	2887.260994	0.142539472	1.276048775		0.033697911	0.044201264	0.049097824	2018.0	4.350705725	0.0	0.419318568	4.770024293	1039.21609	1507.775423	1126.368553	1594.927886	0.0	1.395115749	6.0	3.0	20.0	0.0	4.0	0.0	0.0
"TOR1069"	0.370677175	"TOR"	95.0	1.0	5.0	0.125	0.66	2.0	0.105	10.0	11160.32285	11003.34529	0.0	4.39924214	14.58502467	18.98426681	1.45870611	1064.837091	2148.408279	3016.543683	0.240922838	1.129750873		0.050215326	0.010425856	0.027391215	2018.0	0.0	1.494265218	1.387435825	2.881701043	1490.388471	2130.896987	1630.585559	2271.094075	0.0	0.394968771	0.0	0.0	0.0	0.0	2.0	3.0	0.0
"VAN30"	0.527998769	"VAN"	175.0	1.0	5.9	0.022	0.07			15.0	12032.41933	11632.18826	0.0	6.293532582	23.50019487	29.79372745	1.407323316	736.1576409	1470.259706	6958.649423	0.289724993	0.905061956		0.125292494	0.016843225		2018.0	9.629075839	0.0	0.075477262	9.704553102	641.2685544	804.4203529	750.1608275	913.3126259	0.0	0.628195728	8.0	0.0	12.0	0.0	2.0	0.0	0.0
"CAL235"	0.594609147	"CAL"	72.0	1.0	5.2	0.142	1.03			8.0	4434.979717	4071.479117	0.0	3.189931778	10.57248633	13.76241811	1.110775396	151.5149658	586.7279279	1942.589661	0.331804042	0.591170875		0.020961903	0.02228554	0.014164762	2018.0	0.0	6.269357868	1.224659967	7.494017835	292.2694735	380.2061436	326.5556313	414.4923014	0.0		0.0	0.0	0.0	0.0	6.0	0.0	0.0
"VAN29"	0.167139049	"VAN"	251.0	3.0	6.0					21.0	13796.9729	13049.62282	0.0	6.887805574	35.27615195	42.16395753	1.711603868	620.1333452	2783.128791	5172.866989	0.048635154	1.590940912			0.002556386	0.059861129	2018.0	6.557415564	0.0	0.0	6.557415564	1342.435352	1854.231485	1478.919562	1990.715695	0.0	2.117810798	10.0	0.0	27.0	1.0	5.0	0.0	0.0
"CAL239"	0.381106356	"CAL"	73.0	1.0	4.7	0.762	4.93			2.0	2953.131386	2842.399423	0.0	0.280948123	15.17069287	15.45164099	0.994535912	76.62767898	135.3532945	107.4888517	0.139037224	0.766307137			0.021351723	0.067839824	2018.0	0.0	0.656255359	0.0	0.656255359	378.8487146	504.3546937	408.8896854	534.3956645	0.0		0.0	0.0	0.0	0.0	2.0	1.0	0.0
"VAN28"	0.260090842	"VAN"	368.0	2.0	7.5					28.0	19144.66386	18148.07366	0.0	9.708933874	39.49512524	49.20405911	1.795182041	849.3979164	2524.332624	9042.938249	0.063006262	1.573588363		0.002575698	0.043342792	0.11266892	2018.0	3.345141545	0.0	1.077985378	4.423126923	1556.827217	1965.715803	1754.055763	2162.944348	0.0	1.241459435	23.0	0.0	32.0	1.0	3.0	0.0	0.0
"VAN27"	0.26774733	"VAN"	255.0	3.0	6.9					13.0	12416.091	11736.31966	0.0	5.388187092	31.80906892	37.19725601	1.549262801	637.7057417	1249.482496	3338.46124	0.104173678	1.347234728			0.044390801	0.053463619	2018.0	1.887612355	0.0	0.053440757	1.941053113	1439.827457	2001.925938	1582.015656	2144.114137	0.0	3.221349373	0.0	0.0	19.0	0.0	1.0	1.0	0.0
"CAL241"	0.366464377	"CAL"	121.0	4.0	5.2	0.343	1.46			8.0	6348.362428	5467.129588	0.0	0.666894755	22.8242653	23.49116005	1.510114015	156.6018859	725.7077302	1023.208363	0.16990768	1.211423763		0.019041193	0.033684208	0.076057176	2018.0	0.0	0.12057531	0.936609188	1.057184497	817.3370914	1033.80084	910.0505578	1126.514307	0.0	0.321442462	0.0	0.0	0.0	0.0	1.0	3.0	0.0
"VAN26"	0.162372678	"VAN"	185.0	2.0	5.2					9.0	6903.079171	7069.419576	0.0	5.364994446	30.52336795	35.88836239	1.718471844	429.9525953	979.5415267	1172.942715	0.057622768	1.598413786			0.008339942	0.054095302	2018.0	4.091491532	0.0	0.32952414	4.421015672	825.6854852	1360.269441	863.5580638	1398.14202	0.0	1.088432947	9.0	0.0	23.0	0.0	4.0	3.0	0.0
"CAL243"	0.692459805	"CAL"	112.0	3.0	5.3	1.823	8.64			12.0	4744.095309	4183.861872	0.51587215	1.822538884	18.75388061	21.09229165	1.386069258	136.3353662	490.9937558	1220.828225	0.303369112	0.707492465	0.048810903	0.033259209	0.100061548	0.193076036	2018.0	0.0	0.992259623	1.688365714	2.680625337	562.3235929	705.1320663	618.3049215	761.1133949	0.0	0.056858125	0.0	0.0	0.0	0.0	3.0	5.0	0.0
"VAN25"	0.401928053	"VAN"	198.0	1.0	6.4					10.0	7017.850984	6752.817188	0.0	4.122612949	26.84719329	30.96980624	1.570625689	253.9894698	991.9141519	1943.761798	0.556930946	0.972491407			0.011503043	0.026394132	2018.0	4.383989393	0.0	1.718742113	6.102731506	864.203746	1256.701448	917.6516011	1310.149303	0.0	2.506062118	6.0	0.0	9.0	0.0	3.0	0.0	0.0
"CAL245"	0.481541695	"CAL"	88.0	2.0	5.2	0.157	0.93			7.0	2807.234471	2435.39473	1.788321736	0.157024959	15.01336309	16.95870979	1.035980247	49.78706529	465.1855673	255.2760378	0.172351229	0.734679475	0.027701188	0.001673288	0.035435714	0.064139349	2018.0	0.0	0.773375264	0.0	0.773375264	335.7295949	482.5024233	359.3231771	506.0960056	0.0	0.227712799	0.0	0.0	0.0	0.0	2.0	3.0	0.0
"VAN24"	0.250344145	"VAN"	214.0	1.0	6.6					16.0	10477.22658	10210.15883	0.0	7.228737486	25.20060571	32.42934319	1.264903133	896.3704349	1140.940099	4242.202459	0.037297832	1.127677552		0.043499201	0.040935701	0.015492826	2018.0	2.35419998	0.0	0.927360445	3.281560426	839.2998945	1295.972201	914.2131376	1370.885445	0.0	1.544290935	2.0	1.0	8.0	0.0	2.0	0.0	0.0
"VAN23"	0.361333302	"VAN"	265.0	2.0	6.3					16.0	11576.14947	10817.03183	0.0	6.696430054	35.09668982	41.79311987	1.590752039	362.455539	1855.97886	5094.608518	0.089885901	1.268049925		0.194109005	0.008625774	0.030081435	2018.0	3.531518908	0.0	0.0	3.531518908	991.0192786	1299.098082	1121.104812	1429.183616	0.0	1.77584218	5.0	0.0	20.0	7.0	7.0	1.0	0.0
"VAN22"	0.526849014	"VAN"	185.0	1.0	6.0	0.443	1.44			16.0	6236.559174	6020.999028	0.0	6.186296501	24.49871271	30.68500922	1.474751037	192.7872715	1022.823895	2578.676868	0.16394617	0.834106634		0.444340554	0.00970171	0.02265598	2018.0	3.73902775	0.0	0.0	3.73902775	609.3900388	838.8941396	658.5042385	888.0083393	0.0	1.452345021	1.0	0.0	12.0	1.0	6.0	0.0	0.0
"VAN21"	0.345257469	"VAN"	189.0	3.0	5.7	0.381	1.15			27.0	34341.55682	32546.39203	0.0	5.739936413	27.33440574	33.07434216	1.418975546	2710.826707	5209.083348	22347.18351	0.146524249	1.170295065		0.012003446	0.013672464	0.029517132	2018.0	5.851359219	0.0	1.891431585	7.742790804	1127.508326	1380.344421	1354.097044	1606.933139	0.0	0.960704707	5.0	1.0	14.0	5.0	14.0	0.0	0.0
"CAL254"	0.2585148	"CAL"	75.0	3.0	5.0	0.248	1.65			4.0	3979.596482	3910.452219	0.0	0.749338639	14.29841976	15.0477584	0.967135141	310.7347839	9.301906688	61.24811051	0.123402302	0.817399488			0.02633335		2018.0	0.0	1.805369772	0.0	1.805369772	454.4812878	730.7873114	485.2434854	761.5495089	0.0		0.0	0.0	0.0	0.0	2.0	2.0	0.0
"VAN19"	0.519955508	"VAN"	187.0	1.0	6.0	3.192	10.28			38.0	12409.3358	12535.71353	0.0	8.29408816	22.75585332	31.04994148	1.418534714	352.5010526	1958.116123	5499.284611	0.076139157	0.952924001	0.004180711	0.288682583	0.019653223	0.059559108	2018.0	4.016058276	0.0	1.017640418	5.033698694	791.5328376	1110.833698	868.5798299	1187.88069	0.0	0.836716904	0.0	0.0	13.0	1.0	7.0	0.0	0.0
"CAL258"	0.404029902	"CAL"	114.0	2.0	6.5	0.759	4.32			3.0	3114.345209	3183.712007	0.0	0.478995505	17.08126915	17.56026465	1.169089878	67.93046994	2.992045832	17.41103367	0.206362135	0.854551567			0.011152654		2018.0	0.0	2.098993891	0.0	2.098993891	474.4336311	739.0365318	509.2275699	773.8304706	0.0		0.0	0.0	0.0	0.0	0.0	2.0	0.0
"VAN18"	0.45624004	"VAN"	54.0	1.0	6.0					0.0	3231.441039	3128.562143	0.0	2.50308598	6.550361417	9.053447397	0.762642431	337.753875	91.3488373	1103.371624	0.034728946	0.22079688		0.00784672	0.009909273	0.489360616	2018.0	0.0	0.0	0.0	0.0	474.9599679	618.765322	518.7130943	662.5184484	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL26"	0.426580275	"CAL"	88.0	5.0	4.4	0.34	1.7			8.0	5511.586219	5217.74719	0.0	4.153906352	15.85419474	20.00810109	1.373671057	616.2871682	215.6764981	366.4042146	0.165639469	1.050891027		0.06238092	0.034437469	0.060322167	2018.0	0.0	0.255861559	0.990207479	1.246069038	856.5321186	1185.463805	919.4323298	1248.364016	0.0		0.0	0.0	0.0	0.0	5.0	6.0	0.0
"CAL260"	0.297268491	"CAL"	87.0	1.0	6.5					1.0	2979.120657	3038.05685	0.0	0.0	13.32580855	13.32580855	0.933724554	122.3646805	0.0	96.39468721	0.165709274	0.747796308			0.016232787		2018.0	0.0	1.114111485	0.0	1.114111485	333.0020645	530.0072317	352.4986976	549.5038647	0.0		0.0	0.0	0.0	0.0	3.0	1.0	0.0
"CAL266"	0.172487787	"CAL"	94.0	3.0	6.2	0.499	3.29			3.0	2273.66521	1527.457217	0.0	2.22976	12.93260501	15.16236501	1.068591275	137.1603174	0.0	86.74408249	2.78939E-4	0.957464674			0.110847658		2018.0	0.0	2.809308132	0.0	2.809308132	543.7185226	680.8103273	577.4560924	714.5478971	0.0		0.0	0.0	0.0	0.0	3.0	0.0	0.0
"TOR273"	0.52985199	"TOR"	145.0	2.0	6.8	3.222	15.03	2.0	0.093	21.0	10082.22504	9224.337847	0.0	9.87731539	11.56510705	21.44242245	1.3706469	558.8226705	1624.027935	4625.430989	0.234957789	0.926749552	0.033892457	0.026620683	0.030846108	0.11758031	2018.0	0.929276514	1.808478493	0.383561893	3.121316899	586.462321	922.6218905	655.3310815	991.490651	0.0	0.628006785	0.0	0.0	0.0	0.0	2.0	1.0	2.0
